,train,val,test
0,1009480_171144_ImageActual,1009466_171125_ImageActual,1009603_269112_ImageActual
1,1009481_416637_ImageActual,1009467_416633_ImageActual,1009604_269113_ImageActual
2,1009410_171036_ImageActual,1009790_271240_ImageActual,1009644_269153_ImageActual
3,1009411_170998_ImageActual,1009793_271271_ImageActual,1009645_269154_ImageActual
4,1009430_171003_ImageActual,1009816_271289_ImageActual,1009607_269116_ImageActual
5,1009431_416625_ImageActual,1009836_271286_ImageActual,1009608_269117_ImageActual
6,1009534_171061_ImageActual,1009544_171068_ImageActual,1009631_269140_ImageActual
7,1009535_171051_ImageActual,1009545_171064_ImageActual,1009632_269141_ImageActual
8,1009414_171117_ImageActual,1009528_171070_ImageActual,1009635_269144_ImageActual
9,1009415_416623_ImageActual,1009529_171105_ImageActual,1009636_269145_ImageActual
10,1009536_171140_ImageActual,1009502_171032_ImageActual,1009625_269134_ImageActual
11,1009537_416650_ImageActual,1009503_416641_ImageActual,1009626_269135_ImageActual
12,1009464_171050_ImageActual,1009506_171035_ImageActual,1009669_269178_ImageActual
13,1009465_171021_ImageActual,1009507_171135_ImageActual,1009670_269179_ImageActual
14,1009800_271261_ImageActual,1009486_171083_ImageActual,1009641_269150_ImageActual
15,1009846_271295_ImageActual,1009487_171109_ImageActual,1009642_269151_ImageActual
16,1009418_171094_ImageActual,1009462_171041_ImageActual,1009615_269124_ImageActual
17,1009419_171037_ImageActual,1009463_416632_ImageActual,1009616_269125_ImageActual
18,1009831_271307_ImageActual,1009822_271268_ImageActual,1009597_269106_ImageActual
19,1009851_271319_ImageActual,1009842_271306_ImageActual,1009598_269107_ImageActual
20,1009814_271269_ImageActual,1009829_271280_ImageActual,1009672_269181_ImageActual
21,1009826_271279_ImageActual,1009849_271297_ImageActual,1009674_269183_ImageActual
22,1009516_171073_ImageActual,1009406_171004_ImageActual,1009637_269146_ImageActual
23,1009517_416645_ImageActual,1009407_170996_ImageActual,1009638_269147_ImageActual
24,1009556_171049_ImageActual,1009460_171010_ImageActual,1009652_269161_ImageActual
25,1009557_416653_ImageActual,1009461_416631_ImageActual,1009653_269162_ImageActual
26,1009524_171031_ImageActual,1009540_171133_ImageActual,1009668_269177_ImageActual
27,1009525_416649_ImageActual,1009541_416651_ImageActual,1009671_269180_ImageActual
28,1009832_271282_ImageActual,,1009629_269138_ImageActual
29,1009852_271309_ImageActual,,1009630_269139_ImageActual
30,1009820_271276_ImageActual,,1009619_269128_ImageActual
31,1009840_271285_ImageActual,,1009620_269129_ImageActual
32,1009780_271255_ImageActual,,1009666_269175_ImageActual
33,1009859_271311_ImageActual,,1009667_269176_ImageActual
34,1009454_171085_ImageActual,,1009646_269155_ImageActual
35,1009455_171134_ImageActual,,1009647_269156_ImageActual
36,1009817_271300_ImageActual,,
37,1009837_271281_ImageActual,,
38,1009520_171043_ImageActual,,
39,1009521_416647_ImageActual,,
40,1009782_271237_ImageActual,,
41,1009861_271320_ImageActual,,
42,1009794_271256_ImageActual,,
43,1009795_271257_ImageActual,,
44,1009785_271241_ImageActual,,
45,1009787_271235_ImageActual,,
46,1009504_171087_ImageActual,,
47,1009505_416642_ImageActual,,
48,1009552_171119_ImageActual,,
49,1009553_171114_ImageActual,,
50,1009448_171017_ImageActual,,
51,1009449_171112_ImageActual,,
52,1009424_171033_ImageActual,,
53,1009425_171016_ImageActual,,
54,1009824_271265_ImageActual,,
55,1009844_271299_ImageActual,,
56,1009490_171126_ImageActual,,
57,1009491_171025_ImageActual,,
58,1009815_271272_ImageActual,,
59,1009827_271291_ImageActual,,
60,1009442_171115_ImageActual,,
61,1009443_416628_ImageActual,,
62,1009446_171102_ImageActual,,
63,1009447_416630_ImageActual,,
64,1009518_171079_ImageActual,,
65,1009519_416646_ImageActual,,
66,1009819_271270_ImageActual,,
67,1009839_271315_ImageActual,,
68,1009818_271304_ImageActual,,
69,1009838_271296_ImageActual,,
70,1009452_171046_ImageActual,,
71,1009453_171148_ImageActual,,
72,1009404_171121_ImageActual,,
73,1009405_416622_ImageActual,,
74,1009432_171113_ImageActual,,
75,1009433_171038_ImageActual,,
76,1009807_271249_ImageActual,,
77,1009809_271275_ImageActual,,
78,1009416_171057_ImageActual,,
79,1009417_171107_ImageActual,,
80,1009799_271251_ImageActual,,
81,1009864_271312_ImageActual,,
82,1009500_171019_ImageActual,,
83,1009501_171096_ImageActual,,
84,1009548_171136_ImageActual,,
85,1009549_171108_ImageActual,,
86,1009554_171127_ImageActual,,
87,1009555_171122_ImageActual,,
88,1009468_171071_ImageActual,,
89,1009469_171086_ImageActual,,
90,1009472_171080_ImageActual,,
91,1009473_416634_ImageActual,,
92,1009546_171054_ImageActual,,
93,1009547_416652_ImageActual,,
94,1009498_171066_ImageActual,,
95,1009499_416640_ImageActual,,
96,1009550_171147_ImageActual,,
97,1009551_171138_ImageActual,,
98,1009833_271287_ImageActual,,
99,1009853_271314_ImageActual,,
100,1009532_171097_ImageActual,,
101,1009533_171095_ImageActual,,
102,1009514_171129_ImageActual,,
103,1009515_171120_ImageActual,,
104,1009834_271284_ImageActual,,
105,1009854_271293_ImageActual,,
106,1009420_171030_ImageActual,,
107,1009421_171104_ImageActual,,
108,1009428_171137_ImageActual,,
109,1009429_416624_ImageActual,,
